,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,sqft_living15,sqft_lot15,month_sold,year_built,year_renovated,Geo_Clusters
12855,132500.0,3,1.0,1080,10500,1.0,0.0,0.0,3,7,1080,0.0,1200,9607,5,6.0,12,5
12856,399950.0,2,0.75,1330,2856,1.0,0.0,0.0,4,7,930,400.0,1330,2856,4,1.0,12,4
12857,290000.0,2,1.0,850,6800,1.0,0.0,0.0,3,7,850,0.0,870,6800,7,4.0,12,2
12858,860000.0,5,2.25,1960,8592,1.0,0.0,0.0,4,8,1290,670.0,1720,8592,5,5.0,12,0
12860,245000.0,4,1.0,1530,7200,1.5,0.0,0.0,3,7,1400,130.0,1530,7200,5,4.0,12,4
12861,255000.0,3,1.5,1320,7980,1.0,0.0,0.0,3,7,1320,0.0,2000,7700,12,5.0,12,4
12862,310000.0,4,3.0,2320,7200,2.0,0.0,0.0,3,7,2320,0.0,2050,10000,11,7.0,12,2
12863,299000.0,3,1.0,960,8100,1.0,0.0,0.0,3,7,960,0.0,1080,8100,8,5.0,12,2
12864,575000.0,4,2.5,2040,5508,2.0,0.0,0.0,4,8,2040,0.0,2130,5496,11,9.0,12,6
12865,284000.0,3,1.0,1080,8214,1.0,0.0,0.0,3,7,1080,0.0,1850,13560,11,4.0,12,2
12866,840000.0,3,1.75,2020,4800,1.0,0.0,0.0,4,8,1090,930.0,1680,4800,4,2.0,12,2
12867,442573.0,3,1.75,1780,7567,1.0,0.0,0.0,3,7,1290,490.0,1910,8645,8,7.0,12,2
12868,560000.0,3,1.0,1140,7028,1.0,0.0,0.0,3,8,1140,0.0,1350,6923,10,3.0,12,2
12869,485000.0,3,2.0,1610,4160,1.0,0.0,0.0,4,7,1010,600.0,1040,4400,5,1.0,12,4
12870,472500.0,4,1.75,1440,8536,1.0,0.0,0.0,4,7,1440,0.0,1720,9748,3,6.0,12,0
12874,340000.0,3,2.5,2240,6000,2.0,0.0,0.0,3,8,2240,0.0,2400,6000,2,10.0,12,1
12875,380000.0,2,1.0,760,4000,1.5,0.0,0.0,3,6,760,0.0,1130,4000,5,0.0,12,4
12876,235000.0,3,1.0,1020,6173,1.0,0.0,0.0,3,6,780,240.0,1330,5909,9,4.0,12,4
12877,400000.0,3,1.5,1330,9900,1.0,0.0,0.0,3,7,1330,0.0,1940,9900,10,5.0,12,2
12878,582000.0,5,2.5,2780,12335,1.0,0.0,0.0,4,8,1590,1190.0,2750,9930,7,6.0,12,1
12879,209000.0,2,1.0,1070,6120,1.0,0.0,0.0,3,6,1070,0.0,1130,6120,12,6.0,12,4
12880,335000.0,5,3.0,2660,7700,1.5,0.0,0.0,4,7,1670,990.0,1610,7700,4,6.0,12,1
12881,285950.0,2,1.0,710,7120,1.0,0.0,0.0,5,6,710,0.0,1100,7020,12,4.0,12,4
12883,312000.0,2,1.0,1160,7500,1.5,0.0,0.0,4,7,1160,0.0,1110,7500,12,1.0,12,6
12886,315000.0,3,2.0,1060,5750,1.0,0.0,0.0,3,7,1060,0.0,1080,5750,5,8.0,12,4
12887,302200.0,4,1.5,1730,10396,1.0,0.0,0.0,3,7,1730,0.0,1510,10396,3,6.0,12,1
12888,770000.0,3,2.5,2190,2658,2.0,0.0,3.0,4,9,2190,0.0,2315,2538,1,7.0,12,0
12889,374950.0,4,1.75,1660,8160,1.0,0.0,0.0,3,8,1660,0.0,1800,7684,1,7.0,12,1
12890,330000.0,3,2.5,2210,7557,2.0,0.0,0.0,3,9,2210,0.0,2440,8641,6,8.0,12,5
12891,230000.0,2,1.0,870,7020,1.0,0.0,0.0,4,6,570,300.0,1730,7020,10,4.0,12,4
12892,967000.0,4,2.5,3100,7250,2.0,0.0,0.0,3,9,3100,0.0,1240,6670,4,10.0,12,2
12893,536500.0,4,2.5,1720,3515,2.0,0.0,2.0,3,8,1470,0.0,1140,2208,9,9.0,12,4
12895,626000.0,3,1.0,1040,4240,1.0,0.0,0.0,4,7,860,180.0,1170,4240,7,2.0,12,2
12896,334009.0,4,2.0,1650,9305,1.0,0.0,0.0,4,6,1650,0.0,1860,7486,7,5.0,12,0
12897,429000.0,2,1.0,1010,5000,1.0,0.0,0.0,2,7,1010,0.0,1410,5000,1,2.0,12,2
12899,326000.0,5,2.75,2166,6342,2.0,0.0,0.0,3,8,2166,0.0,2474,5948,8,11.0,12,3
12900,310000.0,5,3.0,1880,5000,1.0,0.0,0.0,3,7,1100,780.0,1640,5000,6,9.0,12,4
12901,525000.0,4,2.0,2260,7680,1.0,0.0,0.0,4,7,1130,1130.0,1800,7680,4,4.0,12,2
12902,350000.0,3,2.25,2010,4400,1.5,0.0,0.0,3,7,2010,0.0,1720,4187,4,8.0,12,1
12903,936000.0,4,2.5,3330,8897,2.0,0.0,0.0,3,10,3330,0.0,3150,7515,4,10.0,12,0
12904,226000.0,3,1.0,1520,7200,1.0,0.0,0.0,3,7,1030,490.0,1530,7201,11,5.0,12,4
12905,1250000.0,5,3.5,3510,4798,2.0,0.0,0.0,3,10,2700,810.0,1460,1684,5,10.0,12,2
12907,329932.0,3,1.5,1460,5040,1.0,0.0,0.0,3,7,1100,360.0,2330,7560,5,7.0,12,2
12908,539000.0,3,1.5,1460,5040,1.0,0.0,0.0,3,7,1100,360.0,2330,7560,1,7.0,12,2
12909,275000.0,3,1.75,1650,7700,1.0,0.0,0.0,4,8,1650,0.0,2020,7700,3,7.0,12,5
12912,575000.0,4,2.5,2120,9603,2.0,0.0,0.0,3,8,2120,0.0,1990,9611,6,8.0,12,1
12913,509000.0,3,2.25,1780,9315,2.0,0.0,0.0,3,7,1780,0.0,1780,8545,1,9.0,12,2
12914,290000.0,4,2.5,2000,13300,1.0,0.0,0.0,4,7,1200,800.0,1800,9810,5,6.0,12,5
12915,305240.0,3,1.0,1300,9000,1.0,0.0,0.0,3,7,1300,0.0,1500,9600,7,5.0,12,2
12916,555000.0,3,2.0,2180,4976,1.5,0.0,2.0,4,8,1680,500.0,1850,5000,6,2.0,12,4
12917,317000.0,3,2.0,1790,8228,1.0,0.0,0.0,3,7,1390,400.0,1880,8228,7,7.0,12,1
12918,430000.0,3,2.0,1910,5040,1.5,0.0,0.0,3,8,1910,0.0,1980,4275,6,7.0,12,0
12919,850000.0,2,1.5,1800,4144,1.0,0.0,4.0,4,7,900,900.0,2090,4173,2,6.0,12,4
12920,469000.0,3,2.25,2620,10659,1.0,0.0,0.0,3,7,1660,960.0,1820,12071,11,7.0,12,2
12921,327200.0,2,2.0,1440,8425,1.0,0.0,0.0,4,6,1440,0.0,1430,12037,7,4.0,8,4
12922,835000.0,3,3.0,2790,12523,2.0,1.0,4.0,4,8,1600,1190.0,2990,11476,6,7.0,12,5
12923,360000.0,4,2.5,2340,13445,2.0,0.0,0.0,3,8,2340,0.0,2340,11188,9,8.0,12,3
12924,372000.0,4,2.5,2070,8658,2.0,0.0,0.0,3,8,2070,0.0,2010,7215,12,9.0,12,4
12925,453000.0,3,1.0,2160,11484,1.5,0.0,0.0,4,7,2160,0.0,2270,10080,3,6.0,12,0
12926,275000.0,2,1.75,2090,11317,1.0,0.0,0.0,5,7,1090,1000.0,1940,11317,8,3.0,12,4
12927,475000.0,4,2.5,2040,7260,2.0,0.0,0.0,4,7,2040,0.0,2040,7360,7,6.0,12,2
12928,310000.0,4,2.75,1950,9720,1.0,0.0,0.0,3,7,1400,550.0,2300,10530,2,8.0,12,5
12929,173000.0,4,2.0,1200,8460,1.0,0.0,0.0,5,7,1200,0.0,1350,8623,2,5.0,12,5
12931,345000.0,3,2.5,1360,1489,2.0,0.0,0.0,3,8,1360,0.0,1360,1688,7,10.0,12,4
12932,436000.0,3,1.5,1500,10200,1.0,0.0,0.0,3,8,1300,200.0,1950,9500,3,5.0,12,2
12933,244500.0,2,1.75,1300,14500,1.0,0.0,0.0,3,6,650,0.0,1370,12986,9,3.0,12,4
12934,206000.0,3,1.75,1140,9800,1.0,0.0,0.0,4,7,1140,0.0,1370,9800,7,6.0,12,5
12935,890000.0,4,2.5,2930,9158,2.0,0.0,0.0,3,9,2930,0.0,3590,8065,4,10.0,12,0
12936,329950.0,4,2.25,2140,8874,2.0,0.0,0.0,3,8,2140,0.0,2140,8789,1,8.0,12,5
12940,395000.0,4,1.75,1910,8117,1.0,0.0,0.0,3,7,1460,450.0,1810,8100,9,7.0,12,0
12941,305000.0,3,1.0,820,5150,1.0,0.0,0.0,5,6,820,0.0,1100,5150,9,1.0,12,4
12942,160000.0,3,2.25,1470,8682,1.0,0.0,0.0,3,7,1160,310.0,1670,8359,9,8.0,12,5
12943,269000.0,3,2.25,1470,8682,1.0,0.0,0.0,3,7,1160,310.0,1670,8359,2,8.0,12,5
12944,169500.0,3,1.0,1060,10023,1.0,0.0,0.0,3,6,1060,0.0,1060,10023,8,6.0,12,5
12945,690500.0,4,2.75,3130,8920,2.0,0.0,0.0,3,8,3130,0.0,1450,9183,12,11.0,12,2
12946,245560.0,2,1.5,1260,9693,1.0,0.0,0.0,3,7,1260,0.0,1800,9693,12,5.0,12,2
12947,345000.0,4,2.75,2200,13498,2.0,0.0,0.0,3,8,2200,0.0,2190,11850,3,8.0,12,5
12949,388500.0,3,2.25,1350,944,2.0,0.0,0.0,3,8,1050,300.0,1350,1245,8,10.0,12,4
12950,250000.0,3,1.75,1350,8548,1.0,0.0,0.0,3,7,1350,0.0,1660,8538,9,8.0,12,5
12952,672000.0,3,1.0,1220,8573,1.0,0.0,0.0,4,7,1220,0.0,1390,8573,12,5.0,12,0
12954,487000.0,3,1.75,1430,12632,1.0,0.0,0.0,3,7,1430,0.0,1750,10350,5,5.0,12,0
12955,291375.0,4,2.5,2220,6233,2.0,0.0,0.0,3,7,2220,0.0,2220,5352,8,10.0,12,1
12957,519950.0,5,3.5,2440,10200,2.0,0.0,0.0,4,7,2440,0.0,2000,10568,11,7.0,12,6
12958,250000.0,3,2.5,2070,8400,2.0,0.0,0.0,4,8,2070,0.0,2070,9239,8,8.0,12,5
12959,614950.0,3,1.0,1500,2400,1.5,0.0,0.0,5,7,1500,0.0,1780,3600,9,nan,12,2
12960,599500.0,4,2.25,2020,10260,2.0,0.0,0.0,4,7,2020,0.0,2020,10311,1,8.0,12,0
12962,248500.0,2,1.0,780,10064,1.0,0.0,0.0,4,7,780,0.0,1090,14750,5,5.0,12,4
12963,469950.0,5,2.0,1220,4200,1.0,0.0,0.0,4,6,1090,130.0,1790,4200,9,2.0,12,2
12964,525000.0,3,1.5,1840,10956,1.0,0.0,0.0,4,8,1840,0.0,1680,10950,4,6.0,12,0
12965,787500.0,2,2.5,2390,6928,2.0,0.0,3.0,4,8,1810,580.0,2390,12852,9,4.0,8,4
12967,310000.0,2,1.0,750,5379,1.0,0.0,0.0,3,6,750,0.0,1030,5511,4,1.0,12,4
12968,280000.0,5,2.0,2110,7919,1.0,0.0,0.0,3,7,1110,1000.0,1590,5250,10,6.0,12,4
12970,490000.0,3,2.5,3080,7363,2.0,0.0,0.0,3,9,3080,0.0,2860,5273,10,10.0,12,1
12971,146000.0,3,1.0,900,4770,1.0,0.0,0.0,3,6,900,0.0,900,3480,12,6.0,10,5
12973,242500.0,3,1.0,940,7380,1.0,0.0,0.0,3,6,940,0.0,1210,8095,9,5.0,12,1
12974,324950.0,3,1.0,1040,7288,1.0,0.0,0.0,3,7,1040,0.0,1160,7287,10,5.0,12,2
12975,231500.0,2,1.0,1000,7615,1.0,0.0,0.0,4,6,1000,0.0,1060,8000,4,4.0,12,1
12976,300000.0,3,2.5,2080,9827,2.0,0.0,0.0,3,8,2080,0.0,2660,9861,5,8.0,12,5
12978,350000.0,3,1.0,1050,8583,1.0,0.0,0.0,5,6,1050,0.0,1460,7351,2,5.0,12,2
12979,467100.0,3,1.75,1620,8645,1.0,0.0,0.0,3,7,1190,430.0,2010,8645,5,7.0,12,0
12980,180000.0,3,1.0,1610,8500,1.5,0.0,0.0,3,7,1610,0.0,1070,8750,4,5.0,12,5
12981,749000.0,4,1.5,2130,5000,2.0,0.0,0.0,4,8,2130,0.0,2560,5000,7,1.0,12,4
12982,245000.0,3,2.5,1460,11593,2.0,0.0,0.0,3,7,1460,0.0,1640,9703,10,8.0,12,5
12983,260000.0,5,1.0,1600,7350,1.0,0.0,0.0,5,7,1600,0.0,1600,7725,8,6.0,12,5
12984,490000.0,3,3.0,1730,2940,3.0,0.0,0.0,3,7,1730,0.0,1690,4410,6,8.0,12,2
12985,565000.0,4,2.5,2280,4602,2.0,0.0,0.0,3,8,2280,0.0,2280,4193,8,10.0,12,6
12986,330000.0,4,2.25,2430,7490,2.0,0.0,0.0,3,8,2430,0.0,2070,7469,8,8.0,12,1
12987,295000.0,3,1.0,1380,7575,1.0,0.0,0.0,4,7,1380,0.0,1320,7600,11,6.0,12,1
12988,725000.0,3,1.5,1790,6000,1.5,0.0,0.0,4,7,1790,0.0,1290,3500,10,0.0,12,2
12989,1140000.0,4,2.5,3370,10602,2.0,0.0,0.0,3,10,3370,0.0,2950,9949,9,9.0,12,0
12990,680000.0,3,2.25,2920,6300,1.0,0.0,0.0,3,8,1710,1210.0,1940,6300,8,5.0,12,2
12991,490000.0,2,1.0,2180,9300,1.0,0.0,0.0,4,7,1090,1090.0,1830,7378,10,4.0,12,2
12992,635000.0,3,1.75,1480,6985,1.5,0.0,0.0,4,7,1200,280.0,1480,5588,4,2.0,12,2
12994,330000.0,4,2.25,2440,8098,2.0,0.0,0.0,3,8,2440,0.0,2110,7911,12,8.0,12,5
12995,270000.0,3,2.5,1350,1189,2.0,0.0,0.0,3,7,1080,270.0,1300,1182,3,10.0,12,4
12996,340000.0,3,2.25,1970,3716,2.0,0.0,0.0,3,7,1970,0.0,1780,3716,5,9.0,12,1
12997,413252.0,3,0.75,1110,3960,1.0,0.0,0.0,3,7,1110,0.0,1610,5530,3,5.0,12,2
12998,600000.0,4,2.75,2950,5803,2.0,0.0,0.0,3,9,2950,0.0,2940,5803,2,10.0,12,2
12999,726888.0,5,3.0,2970,7261,2.0,0.0,0.0,3,9,2970,0.0,2970,8437,4,9.0,12,6
13000,285000.0,2,1.0,720,6400,1.0,0.0,0.0,4,6,720,0.0,1030,6400,12,4.0,12,4
13001,365000.0,2,1.0,770,5680,1.0,0.0,0.0,4,6,770,0.0,1170,5514,2,2.0,12,2
13002,295000.0,4,2.0,1650,7200,1.0,0.0,0.0,3,7,1650,0.0,1410,7200,3,6.0,12,2
13003,460000.0,3,2.25,1620,7350,1.0,0.0,0.0,3,7,1170,450.0,1800,7350,3,6.0,12,0
13004,230000.0,3,1.5,1510,10588,1.5,0.0,0.0,3,7,1510,0.0,1360,2873,9,4.0,12,5
13005,337000.0,3,1.0,1070,6109,1.0,0.0,0.0,5,7,1070,0.0,1170,7200,5,5.0,12,2
13006,300000.0,3,1.0,1010,6300,1.0,0.0,0.0,3,7,1010,0.0,1480,7480,9,5.0,12,2
13007,2300000.0,4,2.5,3370,8402,1.0,0.0,0.0,5,10,2240,1130.0,3190,8700,1,6.0,12,2
13008,360000.0,4,2.5,2000,5500,2.0,0.0,0.0,3,8,2000,0.0,2000,5512,12,10.0,12,3
13009,585000.0,3,2.5,2060,10839,2.0,0.0,0.0,3,8,2060,0.0,2180,8126,3,8.0,12,6
13010,182700.0,3,2.25,1740,6650,1.0,0.0,0.0,3,7,1240,500.0,1740,7000,10,7.0,12,5
13011,305000.0,3,2.25,1740,6650,1.0,0.0,0.0,3,7,1240,500.0,1740,7000,4,7.0,12,5
13012,309950.0,3,2.5,1880,7838,2.0,0.0,0.0,3,7,1880,0.0,1810,7915,5,9.0,12,1
13013,550000.0,3,1.0,960,12527,1.0,0.0,0.0,3,7,960,0.0,1220,7579,3,7.0,12,0
13015,998500.0,2,1.0,1570,4400,1.5,0.0,0.0,4,8,1570,0.0,1850,4400,10,1.0,12,4
13016,644500.0,4,2.5,2990,5342,2.0,0.0,0.0,3,8,2990,0.0,2990,5936,11,10.0,12,6
13017,320000.0,3,2.0,1250,8636,1.0,0.0,0.0,5,7,1250,0.0,1620,7653,1,6.0,12,1
13018,266950.0,3,2.5,1920,4803,2.0,0.0,0.0,3,7,1920,0.0,2240,5231,10,10.0,12,3
13020,395000.0,2,1.0,960,6700,1.0,0.0,0.0,3,7,960,0.0,1350,6700,8,5.0,12,2
13021,259250.0,3,1.0,940,5904,1.0,0.0,0.0,3,6,940,0.0,870,5728,3,4.0,12,2
13022,300000.0,3,1.0,1260,5000,1.0,0.0,0.0,4,6,1260,0.0,1180,7500,11,6.0,12,6
13024,435000.0,3,2.25,1740,8491,1.0,0.0,0.0,3,8,1240,500.0,2080,8494,8,5.0,12,2
13026,402000.0,4,1.75,2430,5481,1.0,0.0,0.0,3,8,1430,1000.0,2050,5508,8,5.0,12,4
13028,580000.0,2,1.5,1220,5000,1.0,0.0,2.0,4,7,1220,0.0,2090,3850,3,3.0,12,2
13030,174950.0,2,1.0,730,6000,1.0,0.0,0.0,3,6,730,0.0,1750,7200,12,4.0,12,5
13031,300000.0,2,1.0,760,3001,1.0,0.0,0.0,3,6,760,0.0,1750,5000,5,1.0,12,4
13032,435000.0,3,1.5,1740,6988,1.0,0.0,0.0,3,7,1600,140.0,1650,7500,9,4.0,12,2
13033,840000.0,4,2.5,3420,8405,2.0,0.0,0.0,3,10,3420,0.0,3230,8460,5,9.0,12,0
13034,469000.0,5,2.5,2240,7543,1.0,0.0,0.0,3,7,1140,1100.0,2110,7408,6,6.0,12,2
13035,870000.0,4,1.75,1920,3600,2.0,0.0,0.0,4,8,1920,0.0,1920,3600,11,0.0,12,2
13036,532000.0,4,1.75,2020,7029,1.0,0.0,0.0,4,7,1430,590.0,1780,7200,6,7.0,12,0
13037,455000.0,4,1.5,1880,11400,1.0,0.0,0.0,3,7,1280,600.0,1880,11400,3,5.0,12,2
13039,649000.0,5,3.25,3990,13087,2.0,0.0,0.0,3,9,2400,1590.0,2580,13633,9,9.0,12,3
13040,445500.0,2,1.75,1390,6670,1.0,0.0,0.0,3,6,720,670.0,920,6380,5,4.0,12,2
13041,475000.0,3,2.0,1230,11502,1.0,0.0,0.0,4,7,1230,0.0,1660,11727,5,8.0,12,0
13043,565000.0,4,1.5,2190,8296,2.0,0.0,0.0,3,7,2190,0.0,1160,8160,2,3.0,6,4
13044,110000.0,1,1.0,640,10280,1.0,0.0,0.0,2,5,640,0.0,1090,9000,9,1.0,12,4
13045,375000.0,3,2.5,1670,7740,1.0,0.0,0.0,3,7,1130,540.0,1220,7740,12,7.0,12,4
13046,255000.0,3,1.5,1240,8528,1.0,0.0,0.0,4,7,1240,0.0,1570,8064,7,6.0,12,1
13047,315000.0,5,1.75,1850,14800,1.5,0.0,0.0,3,6,1760,90.0,1250,14800,4,3.0,12,4
13048,496600.0,4,2.25,2020,8400,1.0,0.0,0.0,4,8,1350,670.0,2060,8400,11,6.0,12,1
13049,380000.0,3,1.0,1020,4800,1.0,0.0,0.0,3,7,1020,0.0,1400,5465,7,4.0,12,4
13052,739000.0,5,2.5,2840,5000,1.0,0.0,0.0,4,7,1620,1220.0,2200,5000,8,1.0,12,4
13053,549000.0,4,1.75,1290,3060,2.0,0.0,0.0,4,7,1290,0.0,1510,4080,6,0.0,12,2
13054,252000.0,3,2.25,1670,7881,1.0,0.0,0.0,4,7,1190,480.0,1870,7820,6,7.0,12,1
13056,735000.0,4,1.75,2460,5100,1.5,0.0,0.0,5,7,1450,1010.0,1560,5100,6,0.0,12,2
13057,270000.0,4,2.5,1660,8063,1.0,0.0,0.0,4,7,1660,0.0,1060,8437,7,7.0,12,5
13058,2250000.0,3,2.5,3420,8700,1.0,0.0,0.0,3,9,2890,530.0,3370,8700,2,5.0,12,2
13060,469000.0,4,2.5,2240,5624,1.0,0.0,0.0,3,7,1520,720.0,2240,7495,3,6.0,12,4
13061,305000.0,4,2.25,2340,5250,2.0,0.0,0.0,5,7,2340,0.0,1540,5250,1,6.0,12,4
13062,675000.0,3,1.75,1920,4500,1.0,0.0,0.0,5,7,960,960.0,1190,4000,7,2.0,12,2
13063,931000.0,3,2.5,2460,6600,1.5,0.0,0.0,4,8,1560,900.0,2090,3400,12,2.0,12,2
13064,385000.0,3,1.0,1470,11398,1.0,0.0,0.0,3,8,1470,0.0,1710,11407,2,4.0,12,2
13065,815000.0,3,2.5,3400,12442,2.0,0.0,0.0,3,9,3400,0.0,3250,8635,2,10.0,12,6
13066,531000.0,3,2.25,1910,8390,1.0,0.0,0.0,3,7,1910,0.0,2410,8390,3,7.0,12,0
13067,386500.0,4,1.0,1400,3600,1.0,0.0,0.0,4,6,700,700.0,1690,3600,3,0.0,12,4
13068,475580.0,3,1.75,1520,11085,1.0,0.0,0.0,3,8,1520,0.0,2310,9647,6,8.0,12,0
13069,358000.0,2,1.0,930,5077,1.0,0.0,0.0,3,6,930,0.0,1080,5803,8,3.0,12,2
13070,677500.0,5,1.0,2340,4730,2.0,0.0,0.0,3,8,1810,530.0,2100,4970,10,1.0,12,4
13071,868500.0,3,2.5,2920,3942,3.0,0.0,0.0,3,10,2920,0.0,2920,3942,5,10.0,12,1
13072,599380.0,3,1.75,1270,7350,1.0,0.0,0.0,4,7,1270,0.0,1880,7350,2,6.0,12,0
13073,712000.0,4,2.25,2450,11960,1.0,0.0,0.0,3,10,2450,0.0,2600,11960,10,7.0,12,0
13074,350000.0,5,1.75,1380,7620,1.0,0.0,0.0,3,7,1180,200.0,1990,7620,4,5.0,12,4
13075,875000.0,4,2.0,2520,6000,1.0,0.0,0.0,3,8,1400,1120.0,1580,3720,5,2.0,10,2
13076,365000.0,3,2.25,2290,7350,2.0,0.0,0.0,3,8,2290,0.0,2170,7529,3,8.0,12,1
13077,452000.0,4,2.0,1660,6150,1.0,0.0,0.0,3,6,850,810.0,1110,6250,5,4.0,12,4
13078,915000.0,3,2.75,2800,9750,1.0,0.0,0.0,5,7,1400,1400.0,2800,9530,2,5.0,12,1
13079,482500.0,3,2.5,1690,3068,2.0,0.0,0.0,3,7,1690,0.0,1690,3260,1,10.0,12,0
13080,425000.0,3,1.0,1180,7200,1.5,0.0,0.0,4,7,1180,0.0,2240,7875,10,4.0,12,2
13081,460000.0,2,1.75,1390,4160,1.0,0.0,0.0,5,6,790,600.0,1090,4160,12,1.0,12,2
13082,666570.0,4,2.0,2320,7400,1.5,0.0,0.0,5,7,1620,700.0,1740,4000,7,1.0,12,4
13084,650000.0,4,1.75,2640,8215,1.0,0.0,0.0,4,7,1500,1140.0,2070,7875,10,6.0,12,1
13085,305000.0,3,2.0,1680,8487,1.0,0.0,0.0,3,7,1680,0.0,2080,8560,10,9.0,12,3
13086,250000.0,3,1.0,990,8100,1.0,0.0,0.0,3,6,990,0.0,1210,8100,8,4.0,12,4
13087,438800.0,4,2.5,2770,4432,2.0,0.0,0.0,3,9,2770,0.0,2770,5423,4,10.0,12,1
13088,290000.0,2,1.0,950,5650,1.0,0.0,0.0,5,6,950,0.0,1250,5650,12,4.0,12,4
13089,324950.0,4,2.0,2160,4800,2.0,0.0,0.0,4,7,1290,870.0,1570,4800,5,2.0,12,1
13090,453000.0,3,2.5,1650,1838,2.0,0.0,0.0,4,7,1270,380.0,1550,1558,12,9.0,12,2
13091,556000.0,3,1.0,1800,4005,1.5,0.0,0.0,4,7,1160,640.0,1240,4005,9,2.0,12,2
13092,315000.0,3,2.0,1660,11135,1.0,0.0,0.0,3,8,1660,0.0,1660,11560,11,7.0,12,6
13093,445830.0,3,2.5,1870,5449,2.0,0.0,0.0,3,8,1870,0.0,2000,7687,5,10.0,12,2
13094,1260000.0,3,3.5,3220,3960,2.0,0.0,4.0,3,10,2760,460.0,3080,4444,10,9.0,12,4
13096,525000.0,4,1.5,1580,6360,1.5,0.0,0.0,3,7,1290,290.0,1690,6360,9,4.0,12,2
13099,360000.0,3,1.75,1020,7020,1.5,0.0,0.0,4,7,1020,0.0,1020,5871,6,5.0,12,2
13100,619000.0,5,3.5,2950,2932,3.0,0.0,0.0,3,8,2950,0.0,1580,2047,5,10.0,12,4
13102,402000.0,2,1.0,710,5100,1.0,0.0,0.0,5,7,710,0.0,1530,5100,10,0.0,12,2
13104,549950.0,3,2.5,2080,8690,1.0,0.0,0.0,3,8,1430,650.0,2400,9625,9,7.0,12,4
13105,300000.0,4,2.0,2360,7440,1.0,0.0,0.0,3,7,1180,1180.0,1680,7800,8,5.0,12,1
13108,510000.0,3,3.0,1320,1012,3.0,0.0,0.0,3,8,1320,0.0,1320,1536,4,10.0,12,2
13109,319950.0,3,2.5,1980,9907,2.0,0.0,0.0,3,8,1980,0.0,2050,9907,9,9.0,12,3
13111,381000.0,4,2.5,2130,6003,2.0,0.0,0.0,3,8,2130,0.0,1940,4529,10,10.0,12,1
13112,256900.0,3,2.5,1720,3951,2.0,0.0,0.0,3,7,1720,0.0,1720,3605,5,9.0,12,1
13114,465000.0,2,2.25,1390,1222,3.0,0.0,0.0,3,7,1340,50.0,1480,1369,12,10.0,12,0
13115,545000.0,3,2.0,1900,9975,1.0,0.0,0.0,3,8,1500,400.0,2140,9825,5,7.0,12,1
13116,516000.0,2,1.75,1640,3090,1.0,0.0,0.0,4,7,910,730.0,1510,4120,7,2.0,12,2
13117,550000.0,4,2.5,2700,5100,1.0,0.0,0.0,4,8,1440,1260.0,1880,5100,6,6.0,12,4
13118,339950.0,4,2.25,2200,7150,2.0,0.0,0.0,4,7,2200,0.0,1740,7150,5,8.0,12,3
13119,417000.0,3,1.0,1310,8514,1.0,0.0,0.0,4,7,1310,0.0,1310,8514,3,5.0,12,2
13120,906000.0,4,2.5,2480,5000,1.0,0.0,3.0,3,8,1480,1000.0,2240,6071,2,5.0,12,2
13121,980000.0,4,2.25,3010,9800,2.0,0.0,0.0,4,9,3010,0.0,2510,9800,11,7.0,12,1
13122,555000.0,4,2.5,2450,5079,2.0,0.0,0.0,3,9,2450,0.0,2690,6675,4,10.0,12,1
13123,468000.0,2,1.75,1250,7029,1.0,0.0,0.0,4,7,1250,0.0,1680,8470,11,8.0,12,0
13126,730100.0,4,2.5,3120,14300,2.0,0.0,0.0,3,9,3120,0.0,2580,10005,5,10.0,12,1
13127,219000.0,4,1.5,1370,7944,1.5,0.0,0.0,3,7,1370,0.0,1370,9181,9,6.0,12,5
13128,570000.0,3,2.5,2420,11953,1.0,0.0,0.0,3,9,2420,0.0,2420,12215,11,8.0,12,0
13129,262500.0,4,2.75,1500,7036,1.0,0.0,0.0,3,7,1060,440.0,1620,7200,11,7.0,12,5
13130,525000.0,5,2.5,2630,9216,2.0,0.0,0.0,3,8,2630,0.0,2020,4980,5,10.0,12,0
13131,520000.0,2,1.0,950,3880,1.0,0.0,0.0,4,6,950,0.0,1660,3880,4,1.0,12,2
13132,417400.0,3,3.0,2680,12285,1.0,0.0,0.0,4,8,2680,0.0,2610,9558,12,6.0,12,1
13133,788000.0,4,3.25,3680,5759,2.0,0.0,0.0,3,9,2840,840.0,3620,6006,5,10.0,12,1
13134,320000.0,3,1.0,1270,7400,1.0,0.0,2.0,4,7,1270,0.0,1800,7400,12,5.0,12,1
13136,255000.0,3,1.0,960,8100,1.0,0.0,0.0,3,7,960,0.0,1120,8100,5,5.0,12,2
13137,260000.0,4,2.5,1990,6671,2.0,0.0,0.0,3,7,1990,0.0,1862,6566,5,8.0,12,5
13138,394000.0,3,1.0,1450,7930,1.0,0.0,0.0,4,6,1150,300.0,1040,7740,3,2.0,12,4
13140,1250000.0,4,2.25,1830,7200,2.0,0.0,2.0,3,8,1750,80.0,3100,7200,3,2.0,12,2
13141,385000.0,3,2.25,1650,7800,1.0,0.0,0.0,3,7,1260,390.0,1760,8268,8,6.0,12,0
13143,637000.0,4,2.5,1710,5000,1.0,0.0,0.0,3,8,1110,600.0,1750,5304,5,7.0,12,2
